# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face -351071675 000f
face -349725899 ffff
face -348980535 6666
face -348968539 0f00
face -347827606 6666
face -346867802 00f0
face -346639876 6666
face -346015931 6666
face -345317577 6666
face -344657862 000f
face -344612785 000f
face -344527778 6666
face -344411134 6666
face -343470477 6666
face -342941870 6666
face -342465153 00f0
face -342053822 0f00
face -341989529 6666
face -341338761 00f0
face -341298089 ffff
face -341176918 6666
face -341126456 ffff
face -341062853 dd00
face -340401294 00f0
face -340326477 6666
face -340046385 ffff
face -339907774 6666
face -339375408 6666
face -339190577 6666
face -339127754 000f
face -338999337 6666
face -338885922 6666
face -338299734 6666
face -337714876 00f0
face -336983999 ffff
face -336000909 f000
face -335941239 6666
face -335907989 6666
face -335876694 ffff
face -335580242 f000
face -335531114 6666
face -335430240 6666
face -335339665 ffff
face -334783697 f000
face -333493310 6666
face -333243024 6666
face -333038712 00f0
face -333038477 6666
face -332561375 f000
face -332420554 6666
face -331604586 6666
face -331205687 6666
face -329220432 6666
face -328854492 6666
face -328791168 6666
face -328787254 6666
face -327831844 6666
face -326321257 6666
face -326126998 6666
face -325995691 6666
face -325230495 6666
face -325193086 000f
face -325135554 6666
face -325051861 f000
face -324488004 6666
face -323919702 000f
face -323248340 6666
face -323036168 0f00
face -322612433 6666
face -322471990 ffff
face -322372899 000f
face -322136663 6666
face -322087621 6666
face -321808757 6666
face -321471194 0f00
face -320282193 6666
face -319785877 6666
face -319198225 000f
face -318353222 6666
face -317231332 00f0
face -316981977 6666
face -316951616 6666
face -315943048 6666
face -314715433 6666
face -313622365 6666
face -313534402 f000
face -313103343 6666
face -311830614 6666
face -311647439 6666
face -311297072 6666
face -311196324 6666
face -310920296 00f0
face -310373827 f000
face -310262221 6666
face -309997676 0f00
face -309862033 000f
face -308858654 000f
face -308783386 6666
face -308746964 6666
face -307779010 6666
face -305938344 0f00
face -305786646 6666
face -305734764 f000
face -305425042 ffff
face -305104980 6666
face -304757332 6666
face -304698847 ffff
face -304625060 6666
face -304528135 ffff
face -304442824 6666
face -303110524 6666
face -302823208 6666
face -302780640 6666
face -302591332 ffff
face -302245974 00f0
face -301911749 0f00
face -301180276 6666
face -299782727 6666
face -298928349 6666
face -298647782 6666
face -298415949 6666
face -297967568 6666
face -297355049 0f00
face -296326472 6666
face -296111550 000f
face -295700546 6666
face -295529562 6666
face -294576866 6666
face -294514151 6666
face -293925913 6666
face -293628702 6666
face -292161410 6666
face -292119845 0f00
face -291309657 6666
face -290962765 000f
face -290956308 00f0
face -290770945 ffff
face -290594270 ffff
face -289822690 dd00
face -289787685 6666
face -289596852 00f0
face -288854177 6666
face -288843320 6666
face -288251076 ffff
face -288114742 6666
face -287493716 0f00
face -287262425 00f0
face -286521839 6666
face -286168248 6666
face -285968026 6666
face -285392979 0f00
face -285334490 6666
face -285092459 ffff
face -284738819 6666
face -283709254 6666
face -283137962 000f
face -282458096 ffff
face -279863938 000f
face -279745387 6666
face -279309149 6666
face -279150283 6666
face -278926471 0f00
face -278462817 6666
face -277652931 f000
face -277121229 ffff
face -276996730 6666
face -276252898 ffff
face -275354163 6666
face -275207426 6666
face -274401871 ffff
face -274105419 f000
face -273864842 ffff
face -273684790 6666
face -273308874 f000
face -271086552 f000
face -270922669 6666
face -270691903 6666
face -269482481 6666
face -269371449 00dd
face -268503215 6666
face -268179477 6666
face -267893056 ffff
face -267259613 ffff
face -266478121 6666
face -266408485 00f0
face -266188978 f000
face -265800521 ffff
face -264422203 6666
face -264384593 6666
face -264305746 6666
face -263577038 f000
face -263309225 ffff
face -262531018 6666
face -262076560 6666
face -261925743 6666
face -261790837 6666
face -261703471 6666
face -261584152 6666
face -261454367 ffff
face -260997167 ffff
face -260898076 000f
face -260775927 000f
face -260658458 6666
face -259996371 00f0
face -259756810 6666
face -259464887 6666
face -259098810 000f
face -258734849 6666
face -258446551 6666
face -258297172 ffff
face -258257960 6666
face -256712944 ffff
face -255661649 000f
face -255294141 6666
face -255276444 6666
face -254466865 6666
face -254108363 6666
face -253082908 6666
face -252059579 f000
face -251991653 6666
face -251508273 00f0
face -251441581 6666
face -251322344 ffff
face -250571529 6666
face -250000390 6666
face -249885067 6666
face -249759604 6666
face -249609743 6666
face -248925256 000f
face -248387210 00f0
face -247383831 000f
face -247190649 6666
face -246785755 6666
face -246581942 6666
face -246043763 6666
face -245946745 6666
face -245914351 f000
face -244896280 6666
face -244679766 6666
face -244638900 6666
face -244555432 6666
face -244430513 ffff
face -244301219 000f
face -244154746 6666
face -243950219 ffff
face -243786891 ffff
face -243738710 6666
face -243667065 000f
face -243496399 6666
face -243224024 ffff
face -243129156 6666
face -243024034 6666
face -240771151 0f00
face -240436926 f000
face -238882449 6666
face -238693134 ffff
face -237587923 6666
face -237493200 6666
face -237155211 6666
face -237084753 6666
face -237047818 6666
face -236193700 0f00
face -235941980 6666
face -235880226 0f00
face -235678278 6666
face -235275619 6666
face -234816571 ffff
face -234636727 f000
face -234086317 6666
face -233284909 f000
face -230645022 f000
face -229821116 6666
face -229487942 00f0
face -229389608 ffff
face -229296122 ffff
face -229119447 ffff
face -227998148 6666
face -226776253 ffff
face -226647467 6666
face -226635908 00f0
face -225845632 6666
face -225189604 6666
face -224235564 ffff
face -223918156 f000
face -223884669 6666
face -223441009 ffff
face -222598959 6666
face -221663139 000f
face -221550716 00f0
face -221534030 6666
face -220229229 6666
face -219119006 6666
face -218595590 6666
face -218389115 f000
face -217987645 ffff
face -217451648 f000
face -216939440 00dd
face -216178108 0f00
face -215646406 ffff
face -214821550 ffff
face -214789825 6666
face -214402141 6666
face -214389420 0f00
face -213556218 6666
face -212927048 ffff
face -212785322 6666
face -212630596 f000
face -212390019 ffff
face -212281647 6666
face -212192140 6666
face -211910260 6666
face -211834051 f000
face -211818673 6666
face -211589101 6666
face -207701690 6666
face -205965389 ffff
face -205837227 ffff
face -205253329 ffff
face -204933662 000f
face -204568905 6666
face -204325698 ffff
face -203920640 00dd
face -203741705 6666
face -203436140 6666
face -203325036 6666
face -202629315 6666
face -202102215 f000
face -201577447 6666
face -201357675 6666
face -201343634 6666
face -201340721 ffff
face -201125358 0f00
face -200378534 ffff
face -199630529 6666
face -199522344 ffff
face -199002529 6666
face -198758890 6666
face -198521548 000f
face -197026902 6666
face -196933411 6666
face -196075058 6666
face -196019620 f000
face -195788654 6666
face -194428816 ffff
face -194186826 00f0
face -193181234 ffff
face -192543418 ffff
face -192342719 ffff
face -192185525 ffff
face -191221704 6666
face -190584756 f000
face -190520172 6666
face -190131536 6666
face -190033450 000f
face -187956689 ffff
face -187326845 6666
face -186912387 0f00
face -186902378 6666
face -185909008 000f
face -185106073 6666
face -184641521 0f00
face -183689854 6666
face -183094886 6666
face -182955690 ffff
face -182701572 6666
face -182650706 6666
face -182475396 ffff
face -182192242 00f0
face -181743852 6666
face -179932388 6666
face -179296328 f000
face -178962103 000f
face -178561095 ffff
face -177554988 6666
face -177543769 6666
face -174954888 6666
face -174890435 6666
face -174405403 0f00
face -174009265 6666
face -173877205 6666
face -173245189 ffff
face -173161904 0f00
face -173130112 00f0
face -172561216 f000
face -172387315 6666
face -172158069 6666
face -170737602 ffff
face -170237245 6666
face -169184667 6666
face -169170199 000f
face -168757894 6666
face -168013119 0f00
face -167644624 ffff
face -167546263 6666
face -167488441 0f00
face -167441655 000f
face -165301430 ffff
face -165207141 ffff
face -165011830 6666
face -163119750 6666
face -162796098 6666
face -162015029 6666
face -161480248 ffff
face -161323607 6666
face -161277625 6666
face -160755969 6666
face -160486417 6666
face -160188316 000f
face -160002143 ffff
face -159813008 6666
face -159217570 6666
face -158216776 000f
face -158008902 6666
face -157993866 ffff
face -157802900 6666
face -157524263 6666
face -157331331 6666
face -156914292 0f00
face -156768412 6666
face -156512822 ffff
face -156425522 f000
face -154855080 6666
face -154774125 6666
face -154697660 6666
face -154683117 6666
face -154171583 ffff
face -153277181 6666
face -153126730 0f00
face -152764366 000f
face -152667001 000f
face -152558971 6666
face -152427376 6666
face -152229307 00f0
face -151925797 000f
face -151873868 6666
face -151788817 f000
face -150915196 ffff
face -150386555 f000
face -150359228 f000
face -150012183 6666
face -148985974 ffff
face -148778437 6666
face -148703351 6666
face -148416769 00f0
face -148104402 6666
face -146936894 6666
face -146315345 6666
face -145756938 0f00
face -145753295 6666
face -145424044 6666
face -145111283 6666
face -144774100 6666
face -143458839 f000
face -143350641 dd00
face -142953738 6666
face -142850875 ffff
face -142341490 6666
face -142219697 000f
face -142082683 ffff
face -141931385 000f
face -141856203 6666
face -141512315 6666
face -140847689 6666
face -140707320 ffff
face -140627392 f000
face -140072223 6666
face -139921534 6666
face -139865898 ffff
face -139696045 00f0
face -139068940 dd00
face -138522215 6666
face -138265771 6666
face -137451514 6666
face -137381180 6666
face -137229476 6666
face -137103740 6666
face -136409940 00f0
face -136303907 000f
face -135614302 f000
face -135071600 ffff
face -133811600 6666
face -133811595 ffff
face -132607302 f000
face -132258726 6666
face -131831445 6666
face -131333057 ffff
face -131226871 6666
face -130603010 6666
face -130120283 00f0
face -128558627 f000
face -128511290 6666
face -128171234 00f0
face -127866964 6666
face -127021754 6666
face -126195333 6666
face -125437564 f000
face -123298142 6666
face -123105388 f000
face -122589578 6666
face -122089518 6666
face -121480867 ffff
face -120717419 0f00
face -119993289 ffff
face -119987891 6666
face -118264913 6666
face -117487280 00f0
face -117455503 6666
face -117374330 6666
face -117217879 6666
face -117111272 6666
face -117086272 ffff
face -117011022 6666
face -116367118 6666
face -116055218 00dd
face -115328876 6666
face -114848818 000f
face -114570487 6666
face -114195217 6666
face -112930580 0f00
face -112334556 00dd
face -112162297 6666
face -111528346 6666
face -111321010 ffff
face -111281236 6666
face -110905402 6666
face -110412665 6666
face -108469355 ffff
face -108454660 6666
face -107695376 00f0
face -107661880 00f0
face -106538296 f000
face -106337357 00dd
face -105820627 6666
face -105751383 6666
face -105650621 6666
face -104607491 6666
face -104160313 6666
face -103826607 ffff
face -103464630 6666
face -101959590 6666
face -101872041 6666
face -101744503 6666
face -101433388 6666
face -100998553 000f
face -100973779 6666
face -99917944 f000
face -99866693 0f00
face -99406730 6666
face -99336301 00f0
face -98645114 6666
face -98350109 6666
face -98228545 6666
face -97226834 6666
face -96699308 00f0
face -96268814 6666
face -95551196 6666
face -95037999 ffff
face -94843611 6666
face -94701529 6666
face -94662439 ffff
face -93794579 6666
face -92696760 ffff
face -92633763 6666
face -91732090 000f
face -91192178 000f
face -90820317 6666
face -90591615 6666
face -90485296 00f0
face -90450974 00f0
face -87615392 6666
face -86956372 6666
face -86941946 00f0
face -86571281 6666
face -86040437 6666
face -83844277 6666
face -83562335 000f
face -83453976 6666
face -82599106 6666
face -81984016 0f00
face -81376052 ffff
face -81188764 6666
face -80932817 6666
face -80456562 000f
face -80058388 6666
face -79965159 6666
face -79694518 6666
face -79002224 6666
face -77729204 6666
face -77231111 ffff
face -76680208 000f
face -75760588 6666
face -75218125 000f
face -75199647 0f00
face -72166589 00f0
face -72088515 dd00
face -71119415 6666
face -71096755 6666
face -70538280 6666
face -69858234 ffff
face -69177758 6666
face -69100507 6666
face -68976170 6666
face -68242140 6666
face -67942651 ffff
face -67362907 6666
face -67083804 0f00
face -66861741 ffff
face -66521018 dd00
face -66431111 6666
face -65458945 ffff
face -65102737 ffff
face -65050208 6666
face -63139094 6666
face -62250497 f000
face -61344649 ffff
face -61098601 ffff
face -60193807 ffff
face -60006044 ffff
face -59242596 f000
face -58781222 6666
face -57941440 6666
face -57242853 ffff
face -57116785 6666
face -55386089 6666
face -55111090 6666
face -54701620 6666
face -54064371 6666
face -53748400 6666
face -53721571 6666
face -53237140 6666
face -52932765 ffff
face -51602869 6666
face -51408795 6666
face -48748749 6666
face -48468597 000f
face -46497952 6666
face -46143589 dd00
face -45484286 000f
face -44871653 ffff
face -44761312 6666
face -44631701 6666
face -43188608 ffff
face -43097120 6666
face -43004103 6666
face -42976936 6666
face -42351784 ffff
face -41784259 0f00
face -41664932 6666
face -41091047 ffff
face -40350272 ffff
face -39225313 ffff
face -38415001 6666
face -38391870 f000
face -38144880 ffff
face -37861478 000f
face -36952730 ffff
face -36704888 ffff
face -36326943 6666
face -34919037 6666
face -34735816 ffff
face -33563176 ffff
face -33221620 ffff
face -33163169 6666
face -32637036 6666
face -32136989 000f
face -31875554 6666
face -31856516 6666
face -31132758 6666
face -30794808 6666
face -30777370 6666
face -29760161 6666
face -29736864 ffff
face -29717355 000f
face -28976151 0f00
face -28452718 6666
face -28240235 6666
face -27838997 6666
face -27752647 6666
face -27236285 ffff
face -25993097 f000
face -25730969 6666
face -25467123 00f0
face -25075267 6666
face -24797083 dd00
face -24562936 6666
face -23043293 6666
face -21655431 6666
face -21611871 6666
face -20118113 00f0
face -19901229 ffff
face -18981739 000f
face -18608789 000f
face -18367545 6666
face -17659256 6666
face -17133479 6666
face -17122857 f000
face -16566182 6666
face -16141986 6666
face -13970699 6666
face -13477784 6666
face -13376437 6666
face -13207097 00f0
face -11912310 ffff
face -11689015 6666
face -10834530 6666
face -10691766 000f
face -9336508 00dd
face -8383411 ffff
face -8134843 6666
face -6508679 6666
face -5906751 6666
face -5792464 ffff
face -5576301 6666
face -5377551 6666
face -4520001 ffff
face -4390855 dd00
face -4107683 6666
face -3984122 ffff
face -3627914 ffff
face -2589383 6666
face -2512542 6666
face -2394401 6666
face -1360308 f000
face -775674 f000
face -2 ffff
face 130174 ffff
face 623036 ffff
face 819474 6666
face 1508731 ffff
face 3005749 f000
face 3376817 6666
face 3546864 6666
face 4135631 ffff
face 4355418 6666
face 5397267 00f0
face 6547591 6666
face 7475713 ffff
face 7549895 ffff
face 8370831 6666
face 8877185 0f00
face 9946113 ffff
